Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-25 19:02:30,2019-09-25 19:02:36,5.719s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-25 19:02:31,2019-09-25 19:02:34,3.586s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-25 19:02:31,2019-09-25 19:02:33,1.842s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-25 19:02:33,2019-09-25 19:02:34,1.210s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.010s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.021s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.009s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.001s,PASSED
value = uniqueTokenCode,,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.008s,PASSED
println(value),,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.001s,PASSED
uniquetoken = value,,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.002s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:34,2019-09-25 19:02:34,0.001s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-25 19:02:34,2019-09-25 19:02:35,0.993s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.338s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.336s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.002s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
value1 = userId,,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
userid = value1,,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:35,2019-09-25 19:02:35,0.002s,PASSED
,,,,,,,
Test Cases/z6MobileTracking_Test--ND,,,,2019-09-25 19:02:35,2019-09-25 19:02:36,0.744s,PASSED
"sendRequest(findTestObject(""z1Mobile Tracking---ND"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE[0], ""ctiD"":ctiD[0], ""submittedDatE"":submittedDatE[0]]))",,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.206s,PASSED
"responsey = sendRequest(findTestObject(""z1Mobile Tracking---ND"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE[0], ""ctiD"":ctiD[0], ""submittedDatE"":submittedDatE[0]]))",,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.192s,PASSED
slurperz = new groovy.json.JsonSlurper(),,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.000s,PASSED
resultz = slurperz.parseText(responsey.getResponseText()),,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.000s,PASSED
"println(""THIS IS THE RESPONSE FROM MOBILE APP VERSION TEST CASE = "" + resultz)",,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:02:36,2019-09-25 19:02:36,0.010s,PASSED
