Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-24 21:37:44,2019-09-24 21:37:50,6.210s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-24 21:37:44,2019-09-24 21:37:48,3.455s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:37:45,2019-09-24 21:37:47,1.909s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:37:47,2019-09-24 21:37:48,1.041s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.012s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.022s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.004s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.001s,PASSED
value = uniqueTokenCode,,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.008s,PASSED
println(value),,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.001s,PASSED
uniquetoken = value,,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.002s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.003s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-24 21:37:48,2019-09-24 21:37:49,0.941s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-24 21:37:48,2019-09-24 21:37:48,0.283s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-24 21:37:48,2019-09-24 21:37:49,0.312s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.002s,PASSED
value1 = userId,,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
userid = value1,,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.002s,PASSED
,,,,,,,
Test Cases/yMobileTracking_Test,,,,2019-09-24 21:37:49,2019-09-24 21:37:50,1.448s,FAILED
"sendRequest(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:37:49,2019-09-24 21:37:49,0.236s,PASSED
"responsey = sendRequestAndVerify(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:37:49,2019-09-24 21:37:50,0.788s,FAILED
