Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest,,,,2019-09-09 21:20:13,2019-09-09 21:20:22,8.758s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumberTest,,,,2019-09-09 21:20:14,2019-09-09 21:20:16,2.841s,PASSED
"response = sendRequestAndVerify(findTestObject(""avalidate_mobile_number""))",,,,2019-09-09 21:20:14,2019-09-09 21:20:16,2.333s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.010s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.021s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.008s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.006s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.006s,PASSED
value = uniqueTokenCode,,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.012s,PASSED
println(value),,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.002s,PASSED
uniquetoken = value,,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.001s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:16,2019-09-09 21:20:16,0.001s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-09 21:20:17,2019-09-09 21:20:18,1.670s,PASSED
"sendRequestAndVerify(findTestObject(""avalidate_OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-09 21:20:17,2019-09-09 21:20:17,0.646s,PASSED
"response1 = sendRequestAndVerify(findTestObject(""avalidate_mobile_number""))",,,,2019-09-09 21:20:17,2019-09-09 21:20:18,0.716s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.002s,PASSED
result1 = slurper1.parseText(response1.getResponseText()),,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.002s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.002s,PASSED
value1 = userId,,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.002s,PASSED
userid = value1,,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.001s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.013s,PASSED
"println(""***************************************"")",,,,2019-09-09 21:20:18,2019-09-09 21:20:18,0.001s,PASSED
,,,,,,,
Test Cases/bInsertUser_CheckIn,,,,2019-09-09 21:20:18,2019-09-09 21:20:19,1.080s,PASSED
chkInID = toString().toUpperCase(),,,,2019-09-09 21:20:19,2019-09-09 21:20:19,0.007s,PASSED
println(chkInID),,,,2019-09-09 21:20:19,2019-09-09 21:20:19,0.001s,PASSED
now = new java.util.Date(),,,,2019-09-09 21:20:19,2019-09-09 21:20:19,0.006s,PASSED
"chkInTime = now.format(""dd-MM-YYYY HH:mm:ss +5:30"")",,,,2019-09-09 21:20:19,2019-09-09 21:20:19,0.003s,PASSED
println(chkInTime),,,,2019-09-09 21:20:19,2019-09-09 21:20:19,0.001s,PASSED
