Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-25 19:22:23,2019-09-25 19:22:29,5.584s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-25 19:22:23,2019-09-25 19:22:27,3.298s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-25 19:22:24,2019-09-25 19:22:26,1.834s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-25 19:22:26,2019-09-25 19:22:26,0.994s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-25 19:22:26,2019-09-25 19:22:27,0.008s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.017s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.005s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.000s,PASSED
value = uniqueTokenCode,,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.008s,PASSED
println(value),,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.002s,PASSED
uniquetoken = value,,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.005s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.000s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-25 19:22:27,2019-09-25 19:22:28,1.052s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-25 19:22:27,2019-09-25 19:22:27,0.348s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-25 19:22:27,2019-09-25 19:22:28,0.403s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.003s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.011s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.000s,PASSED
value1 = userId,,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.000s,PASSED
userid = value1,,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.001s,PASSED
,,,,,,,
Test Cases/z6MobileTracking_Test--ND,,,,2019-09-25 19:22:28,2019-09-25 19:22:29,0.888s,PASSED
"sendRequest(findTestObject(""z1Mobile Tracking---ND"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""mobiletrackingInfo[0].createdDatE"":createdDatE, ""mobiletrackingInfo[0].ctiD"":ctiD, ... ]))",,,,2019-09-25 19:22:28,2019-09-25 19:22:28,0.264s,PASSED
"responsey = sendRequest(findTestObject(""z1Mobile Tracking---ND"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""mobiletrackingInfo[0].createdDatE"":createdDatE, ""mobiletrackingInfo[0].ctiD"":ctiD, ... ]))",,,,2019-09-25 19:22:28,2019-09-25 19:22:29,0.215s,PASSED
slurperz = new groovy.json.JsonSlurper(),,,,2019-09-25 19:22:29,2019-09-25 19:22:29,0.002s,PASSED
resultz = slurperz.parseText(responsey.getResponseText()),,,,2019-09-25 19:22:29,2019-09-25 19:22:29,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:29,2019-09-25 19:22:29,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM MOBILE APP VERSION TEST CASE = "" + resultz)",,,,2019-09-25 19:22:29,2019-09-25 19:22:29,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-25 19:22:29,2019-09-25 19:22:29,0.002s,PASSED
