Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest,,,,2019-09-16 19:16:15,2019-09-16 19:17:01,45.626s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-16 19:16:16,2019-09-16 19:16:21,4.966s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number""))",,,,2019-09-16 19:16:16,2019-09-16 19:16:20,4.448s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.011s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.021s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.006s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.001s,PASSED
value = uniqueTokenCode,,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.008s,PASSED
println(value),,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.008s,PASSED
uniquetoken = value,,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.002s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.007s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:20,2019-09-16 19:16:20,0.003s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-16 19:16:21,2019-09-16 19:16:23,2.008s,PASSED
"sendRequestAndVerify(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-16 19:16:21,2019-09-16 19:16:22,0.664s,PASSED
"response1 = sendRequestAndVerify(findTestObject(""aValidate Mobile Number""))",,,,2019-09-16 19:16:22,2019-09-16 19:16:23,0.971s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.001s,PASSED
result1 = slurper1.parseText(response1.getResponseText()),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.002s,PASSED
value1 = userId,,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.002s,PASSED
userid = value1,,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.014s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.005s,PASSED
"println(""***************************************"")",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.007s,PASSED
,,,,,,,
Test Cases/bInsertUser_CheckInTest,,,,2019-09-16 19:16:23,2019-09-16 19:16:24,0.843s,PASSED
chkInID = toString().toUpperCase(),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.008s,PASSED
println(chkInID),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.003s,PASSED
now = new java.util.Date(),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.011s,PASSED
"chkInTime = now.format(""dd-MM-YYYY HH:mm:ss +5:30"")",,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.008s,PASSED
println(chkInTime),,,,2019-09-16 19:16:23,2019-09-16 19:16:23,0.002s,PASSED
"resp3 = sendRequest(findTestObject(""bInsert User CheckIn"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""checkInTime"":chkInTime, ""checkInID"":chkInID, ""checkinLocality"":checkinLocality]))",,,,2019-09-16 19:16:23,2019-09-16 19:16:24,0.373s,PASSED
slurper3 = new groovy.json.JsonSlurper(),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
result3 = slurper3.parseText(resp3.getResponseText()),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"println(""***************************************
"")",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM USER_CHECKIN TEST CASE = "" + result3)",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"println(""***************************************
"")",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.000s,PASSED
"toString().split(chkInID, 0)",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.004s,PASSED
"value3 = toString().substring(11, 47)",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
println(value3),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"println(""THE CHECKIN  iD IS   = "" + value3)",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
f = new java.io.File(D:\Checkin_ID.txt),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
f.write(value3),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.012s,PASSED
,,,,,,,
Test Cases/bUpdateUser_CheckInTest,,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.530s,PASSED
file3 = new java.io.File(D:\Checkin_ID.txt),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
checkinID = file3.readLines(),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.008s,PASSED
"println(""-------------->"" + checkinID)",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
now1 = new java.util.Date(),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"chkOutTime = now1.format(""dd-MM-YYYY HH:mm:ss +5:30"")",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
println(chkOutTime),,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.001s,PASSED
"resp4 = sendRequest(findTestObject(""bUpdate User CheckIn"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""checkinID"":checkinID, ""checkedOutTime"":chkOutTime]))",,,,2019-09-16 19:16:24,2019-09-16 19:16:24,0.242s,PASSED
,,,,,,,
Test Cases/cInsertTripDetails_Test,,,,2019-09-16 19:16:24,2019-09-16 19:16:26,1.681s,PASSED
"sendRequestAndVerify(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-16 19:16:25,2019-09-16 19:16:26,0.921s,PASSED
triPID = toString().toUpperCase(),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
println(triPID),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
now = new java.util.Date(),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.002s,PASSED
"tiMe = now.format(""dd-MM-YYYY HH:mm:ss +5:30"")",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
println(tiMe),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"resp2 = sendRequest(findTestObject(""cInsert Trip Detail"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""tripid"":triPID, ""startriptime"":tiMe, ""startripLocality"":startripLocality]))",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.241s,PASSED
slurper2 = new groovy.json.JsonSlurper(),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
result2 = slurper2.parseText(resp2.getResponseText()),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
"println(""***************************************
"")",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM INSERT TRIP DETAILS  TEST CASE = "" + result2)",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"println(""***************************************
"")",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"toString().split(triPID, 0)",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
"value2 = toString().substring(25, 61)",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
println(value2),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"println(""THE TRIP iD IS   = "" + value2)",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
f = new java.io.File(D:\InsertTripDetails_ID.txt),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.000s,PASSED
f.write(value2),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.002s,PASSED
,,,,,,,
Test Cases/cUpdateTripDetails_Test,,,,2019-09-16 19:16:26,2019-09-16 19:16:27,0.918s,PASSED
file1 = new java.io.File(D:\InsertTripDetails_ID.txt),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
triPID = file1.readLines(),,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.003s,PASSED
"println(""-------------->"" + triPID)",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.001s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-16 19:16:26,2019-09-16 19:16:26,0.241s,PASSED
"sendRequest(findTestObject(""cUpdate Trip Detail"", [""uptripiD"":triPID, ""userId"":userid]))",,,,2019-09-16 19:16:26,2019-09-16 19:16:27,0.424s,PASSED
,,,,,,,
Test Cases/d.VersionMaster_Test,,,,2019-09-16 19:16:27,2019-09-16 19:16:27,0.721s,PASSED
"sendRequestAndVerify(findTestObject(""d.Version Master"", [""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:27,2019-09-16 19:16:27,0.527s,PASSED
,,,,,,,
Test Cases/dLeaveType_Test,,,,2019-09-16 19:16:27,2019-09-16 19:16:30,2.322s,PASSED
"sendRequestAndVerify(findTestObject(""eLeave Type"", [""versiontableId"":versiontableId, ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:28,2019-09-16 19:16:30,2.110s,PASSED
,,,,,,,
Test Cases/eLeaveApplication_Test,,,,2019-09-16 19:16:30,2019-09-16 19:16:31,1.065s,PASSED
"sendRequestAndVerify(findTestObject(""eLeave Application"", [""leavetypeId"":leavetypeId, ""fromdaTe"":fromdaTe, ""todaTe"":todaTe, ""commenTs"":commenTs, ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:30,2019-09-16 19:16:31,0.801s,PASSED
,,,,,,,
Test Cases/eLeaveCancelApplicationTest,,,,2019-09-16 19:16:31,2019-09-16 19:16:32,0.997s,PASSED
"sendRequestAndVerify(findTestObject(""eLeave Cancel Application"", [""userId"":userid, ""uniqueToken"":uniquetoken, ""fromdaTe"":fromdaTe, ""todaTe"":todaTe]))",,,,2019-09-16 19:16:31,2019-09-16 19:16:32,0.725s,PASSED
,,,,,,,
Test Cases/gCropMasterTest,,,,2019-09-16 19:16:32,2019-09-16 19:16:33,1.023s,PASSED
"sendRequestAndVerify(findTestObject(""gCrop-Master"", [""versiontableId"":versiontableId, ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:32,2019-09-16 19:16:33,0.766s,PASSED
,,,,,,,
Test Cases/hProductMaster_Test,,,,2019-09-16 19:16:33,2019-09-16 19:16:34,1.093s,PASSED
"sendRequestAndVerify(findTestObject(""iUser_Crop_Product"", [""versiontableId"":"""", ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:33,2019-09-16 19:16:34,0.885s,PASSED
,,,,,,,
Test Cases/iUserCropProduct_Test,,,,2019-09-16 19:16:34,2019-09-16 19:16:35,0.845s,PASSED
"sendRequestAndVerify(findTestObject(""iUser_Crop_Product"", [""versiontableId"":"""", ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:34,2019-09-16 19:16:35,0.637s,PASSED
,,,,,,,
Test Cases/jUserGeographyDetails_Test,,,,2019-09-16 19:16:35,2019-09-16 19:16:36,0.935s,PASSED
"sendRequestAndVerify(findTestObject(""jUser Geography Details"", [""versiontableId"":versiontableId, ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:35,2019-09-16 19:16:36,0.730s,PASSED
,,,,,,,
Test Cases/kUserTimeline_Test,,,,2019-09-16 19:16:36,2019-09-16 19:16:37,0.897s,PASSED
"sendRequestAndVerify(findTestObject(""kUserTimeline"", [""fromdaTe"":fromdaTe, ""todaTe"":todaTe, ""userId"":userid, ""uniqueToken"":uniquetoken]))",,,,2019-09-16 19:16:36,2019-09-16 19:16:37,0.634s,PASSED
,,,,,,,
Test Cases/nHolidayMaster_Test,,,,2019-09-16 19:16:37,2019-09-16 19:16:38,0.971s,PASSED
