Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-24 20:52:44,2019-09-24 20:52:51,6.783s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-24 20:52:45,2019-09-24 20:52:48,3.633s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 20:52:45,2019-09-24 20:52:47,2.054s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 20:52:47,2019-09-24 20:52:48,1.018s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.013s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.024s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.011s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.005s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.002s,PASSED
value = uniqueTokenCode,,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.019s,PASSED
println(value),,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.002s,PASSED
uniquetoken = value,,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.007s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.004s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:48,2019-09-24 20:52:48,0.002s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-24 20:52:48,2019-09-24 20:52:49,0.842s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.217s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.291s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
value1 = userId,,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.000s,PASSED
userid = value1,,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:52:49,2019-09-24 20:52:49,0.001s,PASSED
,,,,,,,
Test Cases/yMobileTracking_Test,,,,2019-09-24 20:52:49,2019-09-24 20:52:51,1.914s,FAILED
"sendRequest(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 20:52:49,2019-09-24 20:52:50,0.209s,PASSED
"responsey = sendRequestAndVerify(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 20:52:50,2019-09-24 20:52:51,1.133s,FAILED
