Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-24 20:03:19,2019-09-24 20:03:25,5.883s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-24 20:03:19,2019-09-24 20:03:23,3.346s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 20:03:20,2019-09-24 20:03:21,1.856s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 20:03:21,2019-09-24 20:03:22,0.996s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-24 20:03:22,2019-09-24 20:03:22,0.011s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-24 20:03:22,2019-09-24 20:03:23,0.021s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.005s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
value = uniqueTokenCode,,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.010s,PASSED
println(value),,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.002s,PASSED
uniquetoken = value,,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.002s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.827s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.188s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.320s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
value1 = userId,,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
userid = value1,,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 20:03:23,2019-09-24 20:03:23,0.001s,PASSED
,,,,,,,
Test Cases/yMobileTracking_Test,,,,2019-09-24 20:03:23,2019-09-24 20:03:25,1.342s,FAILED
"sendRequest(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 20:03:24,2019-09-24 20:03:24,0.221s,PASSED
"responsey = sendRequestAndVerify(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 20:03:24,2019-09-24 20:03:25,0.720s,FAILED
