Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-24 21:47:21,2019-09-24 21:47:27,5.835s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-24 21:47:22,2019-09-24 21:47:25,3.441s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:47:22,2019-09-24 21:47:24,1.642s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:47:24,2019-09-24 21:47:25,1.278s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.001s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.018s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.021s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
value = uniqueTokenCode,,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.001s,PASSED
println(value),,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
uniquetoken = value,,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:25,2019-09-24 21:47:25,0.001s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-24 21:47:25,2019-09-24 21:47:26,0.672s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-24 21:47:25,2019-09-24 21:47:26,0.189s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.236s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
value1 = userId,,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
userid = value1,,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.000s,PASSED
,,,,,,,
Test Cases/yMobileTracking_Test,,,,2019-09-24 21:47:26,2019-09-24 21:47:27,1.388s,FAILED
"sendRequest(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:47:26,2019-09-24 21:47:26,0.310s,PASSED
"responsey = sendRequestAndVerify(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:47:26,2019-09-24 21:47:27,0.662s,FAILED
