Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
SMARTINDONASIA_API_SmokeTest2,,,,2019-09-24 21:28:25,2019-09-24 21:28:31,5.967s,INCOMPLETE
,,,,,,,
Test Cases/a.ValidateMobileNumber_Test,,,,2019-09-24 21:28:26,2019-09-24 21:28:29,3.307s,PASSED
"sendRequest(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:28:26,2019-09-24 21:28:28,1.861s,PASSED
"response = sendRequestAndVerify(findTestObject(""aValidate Mobile Number"", [""protocal"":Endpoint]))",,,,2019-09-24 21:28:28,2019-09-24 21:28:29,0.962s,PASSED
slurper = new groovy.json.JsonSlurper(),,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.012s,PASSED
result = slurper.parseText(response.getResponseText()),,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.020s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.003s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEMOBILENUMBER TEST CASE = "" + result)",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.003s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.001s,PASSED
value = uniqueTokenCode,,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.008s,PASSED
println(value),,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.001s,PASSED
uniquetoken = value,,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.001s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.002s,PASSED
"println(""UNIQ TOKEN ID IS GENARATED  = "" + uniquetoken)",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:29,2019-09-24 21:28:29,0.001s,PASSED
,,,,,,,
Test Cases/aValidate_OTPTest,,,,2019-09-24 21:28:29,2019-09-24 21:28:30,0.804s,PASSED
"sendRequest(findTestObject(""aValidate OTP"", [""uniqueToken"":uniquetoken, ""userId"":userid]))",,,,2019-09-24 21:28:29,2019-09-24 21:28:30,0.171s,PASSED
"response1 = sendRequest(findTestObject(""aValidate Mobile Number""))",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.306s,PASSED
slurper1 = new groovy.json.JsonSlurper(),,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.005s,PASSED
result1 = slurper1.parseText(responseBodyContent),,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.002s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.003s,PASSED
"println(""THIS IS THE RESPONSE FROM VALIDATEOTP TEST CASE = "" + result1)",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
value1 = userId,,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
userid = value1,,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
"println(""THE USER ID IS GENARATED  = "" + userid)",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.000s,PASSED
"println(""***************************************"")",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.003s,PASSED
,,,,,,,
Test Cases/yMobileTracking_Test,,,,2019-09-24 21:28:30,2019-09-24 21:28:31,1.468s,FAILED
"sendRequest(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:28:30,2019-09-24 21:28:30,0.209s,PASSED
"responsey = sendRequestAndVerify(findTestObject(""yMobile Tracking"", [""uniqueToken"":uniquetoken, ""userId"":userid, ""createdDatE"":createdDatE, ""ctiD"":ctiD, ""submittedDatE"":submittedDatE]))",,,,2019-09-24 21:28:30,2019-09-24 21:28:31,0.892s,FAILED
